exchange	stock_symbol	date	dividends
NYSE	ALG	1/25/1996	0.1
NYSE	ALG	10/12/1995	0.1
NYSE	ALG	7/20/1995	0.1
NYSE	ALG	4/25/1995	0.1
NYSE	ALG	1/24/1995	0.1
NYSE	ALG	10/25/1994	0.09
NYSE	ALG	7/26/1994	0.09
NYSE	ALG	4/26/1994	0.09
NYSE	ALG	1/31/1994	0.09
NYSE	ALG	11/8/1993	0.08
NYSE	ALG	7/27/1993	0.08
NYSE	ALG	4/26/1993	0.08
NYSE	ARK	12/29/2009	0.025
NYSE	ARK	12/11/2009	0.025
NYSE	ARK	11/10/2009	0.025
NYSE	ARK	10/13/2009	0.025
NYSE	ARK	9/11/2009	0.025
NYSE	ARK	8/12/2009	0.025
NYSE	ARK	7/13/2009	0.025
NYSE	ARK	6/11/2009	0.025
NYSE	ARK	5/13/2009	0.025
NYSE	ARK	4/13/2009	0.025
NYSE	ARK	3/12/2009	0.025
NYSE	ARK	2/11/2009	0.035
NYSE	ARK	12/29/2008	0.035
NYSE	ARK	12/11/2008	0.035
NYSE	ARK	11/12/2008	0.035
NYSE	ARK	10/10/2008	0.04
NYSE	ARK	9/11/2008	0.04
NYSE	ARK	8/13/2008	0.04
NYSE	ARK	7/11/2008	0.04
NYSE	ARK	6/12/2008	0.04
NYSE	ARK	5/13/2008	0.047
NYSE	ARK	4/11/2008	0.047
NYSE	ARK	3/12/2008	0.047
NYSE	ARK	2/13/2008	0.047
NYSE	ARK	12/27/2007	0.047
NYSE	ARK	12/11/2007	0.047
NYSE	ARK	11/13/2007	0.047
NYSE	ARK	10/11/2007	0.047
NYSE	ARK	9/12/2007	0.047
NYSE	ARK	8/13/2007	0.047
NYSE	ARK	7/12/2007	0.047
NYSE	ARK	6/13/2007	0.047
NYSE	ARK	5/11/2007	0.047
NYSE	ARK	4/12/2007	0.047
NYSE	ARK	3/13/2007	0.047
NYSE	ARK	2/13/2007	0.047
NYSE	ARK	12/27/2006	0.047
NYSE	ARK	12/8/2006	0.047
NYSE	ARK	11/10/2006	0.047
NYSE	ARK	10/12/2006	0.047
NYSE	ARK	9/13/2006	0.047
NYSE	ARK	8/10/2006	0.047
NYSE	ARK	7/13/2006	0.047
NYSE	ARK	6/9/2006	0.047
NYSE	ARK	5/11/2006	0.047
NYSE	ARK	4/12/2006	0.047
NYSE	ARK	3/10/2006	0.047
NYSE	ARK	12/28/2005	0.047
NYSE	ARK	12/8/2005	0.047
NYSE	ARK	11/10/2005	0.047
NYSE	ARK	10/13/2005	0.047
NYSE	ARK	9/12/2005	0.047
NYSE	ARK	8/11/2005	0.047
NYSE	ARK	7/12/2005	0.047
NYSE	ARK	6/10/2005	0.047
NYSE	ARK	4/13/2005	0.047
NYSE	ARK	3/11/2005	0.047
NYSE	ARK	2/11/2005	0.047
NYSE	ARK	12/28/2004	0.047
NYSE	ARK	12/8/2004	0.047
NYSE	ARK	11/9/2004	0.045
NYSE	ARK	10/13/2004	0.045
NYSE	ARK	9/10/2004	0.045
NYSE	ARK	8/12/2004	0.045
NYSE	ARK	7/13/2004	0.045
NYSE	ARK	6/10/2004	0.045
NYSE	ARK	5/12/2004	0.045
NYSE	ARK	4/14/2004	0.048
NYSE	ARK	3/11/2004	0.048
NYSE	ARK	2/11/2004	0.048
NYSE	ARK	12/29/2003	0.051
NYSE	ARK	12/5/2003	0.054
NYSE	ARK	11/12/2003	0.054
NYSE	ARK	10/15/2003	0.053
NYSE	ARK	9/12/2003	0.053
NYSE	ARK	8/13/2003	0.054
NYSE	ARK	7/15/2003	0.055
NYSE	ARK	6/12/2003	0.054
NYSE	ARK	5/14/2003	0.057
NYSE	ARK	4/14/2003	0.056
NYSE	ARK	3/13/2003	0.053
NYSE	ARK	2/12/2003	0.053
NYSE	ARK	12/27/2002	0.053
NYSE	ARK	12/6/2002	0.053
NYSE	ARK	11/12/2002	0.051
NYSE	ARK	10/16/2002	0.051
NYSE	ARK	9/13/2002	0.05
NYSE	ARK	8/15/2002	0.05
NYSE	ARK	7/16/2002	0.05
NYSE	ARK	6/13/2002	0.051
NYSE	ARK	5/16/2002	0.054
NYSE	ARK	4/15/2002	0.053
NYSE	ARK	3/14/2002	0.054
NYSE	ARK	2/13/2002	0.056
NYSE	ARK	12/27/2001	0.059
NYSE	ARK	12/10/2001	0.059
NYSE	ARK	11/16/2001	0.06
NYSE	ARK	10/12/2001	0.057
NYSE	ARK	8/16/2001	0.058
NYSE	ARK	7/13/2001	0.059
NYSE	ARK	6/15/2001	0.063
NYSE	ARK	5/14/2001	0.062
NYSE	ARK	4/11/2001	0.062
NYSE	ARK	3/15/2001	0.058
NYSE	ARK	2/14/2001	0.064
NYSE	ARK	12/27/2000	0.07
NYSE	ARK	12/5/2000	0.068
NYSE	ARK	11/16/2000	0.07
NYSE	ARK	10/13/2000	0.068
NYSE	ARK	9/14/2000	0.07
NYSE	ARK	8/16/2000	0.071
NYSE	ARK	7/13/2000	0.069
NYSE	ARK	6/15/2000	0.072
NYSE	ARK	5/12/2000	0.072
NYSE	ARK	4/13/2000	0.075
NYSE	ARK	3/15/2000	0.073
NYSE	ARK	2/15/2000	0.078
NYSE	ARK	12/29/1999	0.076
NYSE	ARK	12/8/1999	0.073
NYSE	ARK	11/18/1999	0.074
NYSE	ARK	10/20/1999	0.072
NYSE	ARK	9/20/1999	0.074
NYSE	ARK	8/19/1999	0.073
NYSE	ARK	7/21/1999	0.071
NYSE	ARK	6/21/1999	0.073
NYSE	ARK	5/19/1999	0.072
NYSE	ARK	4/20/1999	0.075
NYSE	ARK	3/22/1999	0.066
NYSE	ARK	2/17/1999	0.072
NYSE	ARK	12/29/1998	0.068
NYSE	ARK	12/9/1998	0.072
NYSE	ARK	11/18/1998	0.075
NYSE	ARK	10/20/1998	0.071
NYSE	ARK	9/18/1998	0.076
NYSE	ARK	8/19/1998	0.075
NYSE	ARK	7/21/1998	0.072
NYSE	ARK	6/18/1998	0.076
NYSE	ARK	5/19/1998	0.073
NYSE	ARK	4/20/1998	0.078
NYSE	ARK	3/19/1998	0.075
NYSE	ARK	2/17/1998	0.082
NYSE	ARK	12/29/1997	0.079
NYSE	ARK	12/9/1997	0.08
NYSE	ARK	11/13/1997	0.078
NYSE	ARK	10/16/1997	0.077
NYSE	ARK	9/16/1997	0.077
NYSE	ARK	8/14/1997	0.075
NYSE	ARK	7/17/1997	0.072
NYSE	ARK	6/17/1997	0.078
NYSE	ARK	5/15/1997	0.074
NYSE	ARK	4/16/1997	0.74
NYSE	ARK	3/18/1997	0.068
NYSE	ARK	2/18/1997	0.074
NYSE	ARK	12/27/1996	0.078
NYSE	ARK	12/10/1996	0.076
NYSE	ARK	11/14/1996	0.078
NYSE	ARK	10/17/1996	0.076
NYSE	ARK	9/13/1996	0.078
NYSE	ARK	8/15/1996	0.078
NYSE	ARK	7/18/1996	0.076
NYSE	ARK	6/14/1996	0.078
NYSE	ARK	4/10/1996	0.115
NYSE	ARK	3/15/1996	0.073
NYSE	ARK	2/15/1996	0.078
NYSE	ARK	12/27/1995	0.078
NYSE	ARK	12/7/1995	0.076
NYSE	ARK	11/21/1995	0.079
NYSE	ARK	10/18/1995	0.076
NYSE	ARK	9/20/1995	0.078
NYSE	ARK	8/21/1995	0.078
NYSE	ANF	11/24/2009	0.175
NYSE	ANF	8/26/2009	0.175
NYSE	ANF	5/27/2009	0.175
NYSE	ANF	2/25/2009	0.175
NYSE	ANF	11/25/2008	0.175
NYSE	ANF	8/27/2008	0.175
NYSE	ANF	5/28/2008	0.175
NYSE	ANF	2/27/2008	0.175
NYSE	ANF	11/30/2007	0.175
NYSE	ANF	8/30/2007	0.175
NYSE	ANF	6/1/2007	0.175
NYSE	ANF	3/2/2007	0.175
NYSE	ANF	11/24/2006	0.175
NYSE	ANF	8/25/2006	0.175
NYSE	ANF	5/25/2006	0.175
NYSE	ANF	2/24/2006	0.175
NYSE	ANF	11/25/2005	0.175
NYSE	ANF	8/26/2005	0.175
NYSE	ANF	5/27/2005	0.125
NYSE	ANF	2/25/2005	0.125
NYSE	ANF	11/26/2004	0.125
NYSE	ANF	8/27/2004	0.125
NYSE	ANF	5/27/2004	0.125
NYSE	ANF	3/5/2004	0.125
NYSE	AWP	1/21/2010	0.03
NYSE	AWP	12/22/2009	0.03
NYSE	AWP	11/19/2009	0.03
NYSE	AWP	10/22/2009	0.03
NYSE	AWP	9/22/2009	0.03
NYSE	AWP	8/21/2009	0.03
NYSE	AWP	7/23/2009	0.03
NYSE	AWP	6/22/2009	0.03
NYSE	AWP	5/20/2009	0.03
NYSE	AWP	4/22/2009	0.03
NYSE	AWP	3/23/2009	0.03
NYSE	AWP	2/19/2009	0.03
NYSE	AWP	1/22/2009	0.03
NYSE	AWP	12/22/2008	0.127
NYSE	AWP	11/19/2008	0.127
NYSE	AWP	10/23/2008	0.127
NYSE	AWP	9/22/2008	0.127
NYSE	AWP	8/25/2008	0.127
NYSE	AWP	7/23/2008	0.127
NYSE	AWP	6/20/2008	0.127
NYSE	AWP	5/21/2008	0.127
NYSE	AWP	4/22/2008	0.127
NYSE	AWP	3/20/2008	0.127
NYSE	AWP	2/13/2008	0.127
NYSE	AWP	1/16/2008	0.127
NYSE	AWP	12/20/2007	0.127
NYSE	AWP	11/15/2007	0.127
NYSE	AWP	10/18/2007	0.127
NYSE	AWP	9/20/2007	0.127
NYSE	AWP	8/16/2007	0.127
NYSE	AWP	7/19/2007	0.127
NYSE	AWP	6/14/2007	0.127
NYSE	APL	5/7/2009	0.15
NYSE	APL	2/5/2009	0.38
NYSE	APL	11/6/2008	0.96
NYSE	APL	8/4/2008	0.96
NYSE	APL	5/5/2008	0.94
NYSE	APL	2/5/2008	0.93
NYSE	APL	11/5/2007	0.91
NYSE	APL	7/3/2007	0.87
NYSE	APL	5/4/2007	0.86
NYSE	APL	2/5/2007	0.86
NYSE	APL	11/3/2006	0.85
NYSE	APL	8/3/2006	0.85
NYSE	APL	5/5/2006	0.84
NYSE	APL	2/3/2006	0.83
NYSE	APL	11/3/2005	0.81
NYSE	APL	6/28/2005	0.77
NYSE	APL	3/29/2005	0.75
NYSE	APL	12/29/2004	0.72
NYSE	APL	9/28/2004	0.69
NYSE	APL	6/28/2004	0.63
NYSE	APL	3/29/2004	0.63
NYSE	APL	12/29/2003	0.625
NYSE	APL	9/26/2003	0.62
NYSE	APL	6/26/2003	0.58
NYSE	APL	3/27/2003	0.56
NYSE	APL	12/27/2002	0.54
NYSE	APL	9/26/2002	0.54
NYSE	APL	6/26/2002	0.535
NYSE	APL	3/26/2002	0.52
NYSE	APL	12/27/2001	0.58
NYSE	APL	9/26/2001	0.6
NYSE	APL	6/27/2001	0.67
NYSE	APL	3/28/2001	0.65
NYSE	APL	12/27/2000	0.56
NYSE	APL	9/27/2000	0.535
NYSE	APL	6/28/2000	0.45
NYSE	APL	3/29/2000	0.295
NYSE	AVX	11/4/2009	0.04
NYSE	AVX	7/30/2009	0.04
NYSE	AVX	6/3/2009	0.04
NYSE	AVX	2/18/2009	0.04
NYSE	AVX	10/29/2008	0.04
NYSE	AVX	7/30/2008	0.04
NYSE	AVX	5/22/2008	0.04
NYSE	AVX	2/13/2008	0.04
NYSE	AVX	10/31/2007	0.04
NYSE	AVX	7/27/2007	0.04
NYSE	AVX	5/23/2007	0.04
NYSE	AVX	2/14/2007	0.038
NYSE	AVX	11/1/2006	0.038
NYSE	AVX	7/27/2006	0.038
NYSE	AVX	5/3/2006	0.038
NYSE	AVX	2/15/2006	0.038
NYSE	AVX	11/2/2005	0.038
NYSE	AVX	7/28/2005	0.038
NYSE	AVX	5/23/2005	0.038
NYSE	AVX	2/16/2005	0.038
NYSE	AVX	11/4/2004	0.038
NYSE	AVX	7/30/2004	0.038
NYSE	AVX	5/19/2004	0.038
NYSE	AVX	2/18/2004	0.038
NYSE	AVX	11/5/2003	0.038
NYSE	AVX	8/6/2003	0.038
NYSE	AVX	5/21/2003	0.038
NYSE	AVX	2/19/2003	0.038
NYSE	AVX	11/6/2002	0.038
NYSE	AVX	8/7/2002	0.038
NYSE	AVX	5/2/2002	0.038
NYSE	AVX	2/7/2002	0.038
NYSE	AVX	11/7/2001	0.038
NYSE	AVX	8/3/2001	0.038
NYSE	AVX	5/2/2001	0.038
NYSE	AVX	2/1/2001	0.035
NYSE	AVX	11/2/2000	0.035
NYSE	AVX	8/3/2000	0.035
NYSE	AVX	5/3/2000	0.035
NYSE	AVX	2/9/2000	0.035
NYSE	AVX	10/28/1999	0.0325
NYSE	AVX	7/29/1999	0.0325
NYSE	AVX	4/29/1999	0.0325
NYSE	AVX	2/2/1999	0.0325
NYSE	AVX	10/28/1998	0.0325
NYSE	AVX	7/29/1998	0.0325
NYSE	AVX	4/30/1998	0.031
NYSE	AVX	4/29/1998	0.0325
NYSE	AVX	1/29/1998	0.03
NYSE	AVX	10/29/1997	0.03
NYSE	AVX	7/30/1997	0.03
NYSE	AVX	4/30/1997	0.03
NYSE	AVX	1/29/1997	0.0275
NYSE	AVX	10/28/1996	0.0275
NYSE	AVX	7/31/1996	0.0275
NYSE	AVX	4/29/1996	0.0275
NYSE	AVX	1/31/1996	0.025
NYSE	AVX	10/26/1995	0.025
NYSE	ABR	11/12/2008	0.24
NYSE	ABR	8/13/2008	0.62
NYSE	ABR	5/13/2008	0.62
NYSE	ABR	2/13/2008	0.62
NYSE	ABR	11/13/2007	0.62
NYSE	ABR	8/13/2007	0.62
NYSE	ABR	5/14/2007	0.62
NYSE	ABR	2/1/2007	0.6
NYSE	ABR	11/6/2006	0.58
NYSE	ABR	8/3/2006	0.57
NYSE	ABR	4/27/2006	0.72
NYSE	ABR	1/19/2006	0.7
NYSE	ABR	10/25/2005	0.65
NYSE	ABR	8/11/2005	0.57
NYSE	ABR	4/27/2005	0.55
NYSE	ABR	1/27/2005	0.47
NYSE	ABR	10/13/2004	0.43
NYSE	ABR	7/1/2004	0.35
NYSE	AIZ	11/25/2009	0.15
NYSE	AIZ	8/27/2009	0.15
NYSE	AIZ	5/21/2009	0.15
NYSE	AIZ	2/19/2009	0.14
NYSE	AIZ	11/20/2008	0.14
NYSE	AIZ	8/21/2008	0.14
NYSE	AIZ	5/22/2008	0.14
NYSE	AIZ	2/21/2008	0.12
NYSE	AIZ	11/21/2007	0.12
NYSE	AIZ	8/23/2007	0.12
NYSE	AIZ	5/24/2007	0.12
NYSE	AIZ	2/22/2007	0.1
NYSE	AIZ	2/21/2007	0
NYSE	AIZ	11/22/2006	0.1
NYSE	AIZ	8/24/2006	0.1
NYSE	AIZ	5/25/2006	0.1
NYSE	AIZ	2/16/2006	0.08
NYSE	AIZ	11/23/2005	0.08
NYSE	AIZ	8/19/2005	0.08
NYSE	AIZ	5/19/2005	0.08
NYSE	AIZ	2/24/2005	0.07
NYSE	AIZ	11/18/2004	0.07
NYSE	AIZ	8/19/2004	0.07
NYSE	AIZ	5/20/2004	0.07
NYSE	ALL	11/25/2009	0.2
NYSE	ALL	8/27/2009	0.2
NYSE	ALL	5/27/2009	0.2
NYSE	ALL	3/11/2009	0.2
NYSE	ALL	11/25/2008	0.41
NYSE	ALL	8/27/2008	0.41
NYSE	ALL	5/28/2008	0.41
NYSE	ALL	3/12/2008	0.41
NYSE	ALL	11/28/2007	0.38
NYSE	ALL	8/29/2007	0.38
NYSE	ALL	5/30/2007	0.38
NYSE	ALL	3/7/2007	0.38
NYSE	ALL	11/28/2006	0.35
NYSE	ALL	8/29/2006	0.35
NYSE	ALL	5/26/2006	0.35
NYSE	ALL	3/8/2006	0.35
NYSE	ALL	11/28/2005	0.32
NYSE	ALL	8/29/2005	0.32
NYSE	ALL	5/26/2005	0.32
NYSE	ALL	3/9/2005	0.32
NYSE	ALL	11/26/2004	0.28
NYSE	ALL	8/27/2004	0.28
NYSE	ALL	5/26/2004	0.28
NYSE	ALL	2/25/2004	0.28
NYSE	ALL	11/25/2003	0.23
NYSE	ALL	8/27/2003	0.23
NYSE	ALL	5/28/2003	0.23
NYSE	ALL	2/26/2003	0.23
NYSE	ALL	11/26/2002	0.21
NYSE	ALL	8/28/2002	0.21
NYSE	ALL	5/29/2002	0.21
NYSE	ALL	2/26/2002	0.21
NYSE	ALL	11/28/2001	0.19
NYSE	ALL	8/29/2001	0.19
NYSE	ALL	5/29/2001	0.19
NYSE	ALL	2/26/2001	0.19
NYSE	ALL	11/28/2000	0.17
NYSE	ALL	8/29/2000	0.17
NYSE	ALL	6/28/2000	0
NYSE	ALL	5/26/2000	0.17
NYSE	ALL	2/25/2000	0.17
NYSE	ALL	11/26/1999	0.15
NYSE	ALL	8/27/1999	0.15
NYSE	ALL	5/26/1999	0.15
NYSE	ALL	2/24/1999	0.15
NYSE	ALL	11/25/1998	0.135
NYSE	ALL	8/27/1998	0.135
NYSE	ALL	5/27/1998	0.135
NYSE	ALL	2/25/1998	0.135
NYSE	ALL	11/24/1997	0.12
NYSE	ALL	8/27/1997	0.12
NYSE	ALL	5/28/1997	0.12
NYSE	ALL	2/26/1997	0.12
NYSE	ALL	11/25/1996	0.106
NYSE	ALL	8/28/1996	0.106
NYSE	ALL	5/29/1996	0.106
NYSE	ALL	2/27/1996	0.106
NYSE	ALL	11/28/1995	0.0975
NYSE	ALL	8/17/1995	0.0975
NYSE	ALL	6/2/1995	0.0975
NYSE	ALL	3/3/1995	0.0975
NYSE	ALL	12/2/1994	0.09
NYSE	ALL	9/1/1994	0.09
NYSE	ALL	6/2/1994	0.09
NYSE	ALL	3/14/1994	0.09
NYSE	ALL	12/2/1993	0.09
NYSE	ALL	9/9/1993	0.09
NYSE	AYN	2/3/2010	0.071
NYSE	AYN	1/12/2010	0.071
NYSE	AYN	12/2/2009	0.071
NYSE	AYN	11/4/2009	0.066
NYSE	AYN	10/7/2009	0.066
NYSE	AYN	9/2/2009	0.066
NYSE	AYN	8/5/2009	0.066
NYSE	AYN	7/8/2009	0.066
NYSE	AYN	6/3/2009	0.066
NYSE	AYN	5/6/2009	0.066
NYSE	AYN	4/1/2009	0.066
NYSE	AYN	3/4/2009	0.066
NYSE	AYN	2/4/2009	0.059
NYSE	AYN	1/8/2009	0.059
NYSE	AYN	12/3/2008	0.059
NYSE	AYN	11/5/2008	0.059
NYSE	AYN	10/1/2008	0.059
NYSE	AYN	9/3/2008	0.059
NYSE	AYN	8/6/2008	0.059
NYSE	AYN	7/1/2008	0.059
NYSE	AYN	6/4/2008	0.059
NYSE	AYN	5/7/2008	0.059
NYSE	AYN	4/2/2008	0.059
NYSE	AYN	3/5/2008	0.059
NYSE	AYN	2/6/2008	0.059
NYSE	AYN	1/10/2008	0.059
NYSE	AYN	12/5/2007	0.059
NYSE	AYN	11/7/2007	0.059
NYSE	AYN	10/3/2007	0.059
NYSE	AYN	9/5/2007	0.059
NYSE	AYN	8/1/2007	0.059
NYSE	AYN	7/3/2007	0.059
NYSE	AYN	6/6/2007	0.059
NYSE	AYN	5/2/2007	0.059
NYSE	AYN	4/3/2007	0.059
NYSE	AYN	3/7/2007	0.059
NYSE	AYN	2/7/2007	0.059
NYSE	AYN	1/10/2007	0.059
NYSE	AYN	12/6/2006	0.059
NYSE	AYN	11/1/2006	0.059
NYSE	AYN	10/4/2006	0.064
NYSE	AYN	9/6/2006	0.064
NYSE	AYN	8/2/2006	0.064
NYSE	AYN	7/5/2006	0.064
NYSE	AYN	6/7/2006	0.064
NYSE	AYN	5/3/2006	0.064
NYSE	AYN	4/5/2006	0.064
NYSE	AYN	3/1/2006	0.064
NYSE	AYN	2/1/2006	0.064
NYSE	AYN	1/11/2006	0.064
NYSE	AYN	12/7/2005	0.064
NYSE	AYN	11/2/2005	0.064
NYSE	AYN	10/5/2005	0.064
NYSE	AYN	9/7/2005	0.077
NYSE	AYN	8/3/2005	0.077
NYSE	AYN	7/6/2005	0.077
NYSE	AYN	6/1/2005	0.077
NYSE	AYN	5/4/2005	0.077
NYSE	AYN	4/6/2005	0.077
NYSE	AYN	3/2/2005	0.077
NYSE	AYN	2/2/2005	0.077
NYSE	AYN	1/12/2005	0.077
NYSE	AYN	12/1/2004	0.077
NYSE	AYN	11/3/2004	0.077
NYSE	AYN	10/6/2004	0.077
NYSE	AYN	9/1/2004	0.077
NYSE	AYN	8/4/2004	0.077
NYSE	AYN	6/30/2004	0.077
NYSE	AYN	6/2/2004	0.077
NYSE	AYN	5/5/2004	0.077
NYSE	AYN	3/31/2004	0.077
NYSE	AYN	3/3/2004	0.077
NYSE	AYN	2/4/2004	0.077
NYSE	AYN	1/7/2004	0.077
NYSE	AYN	12/3/2003	0.077
NYSE	AYN	11/5/2003	0.077
NYSE	AYN	10/1/2003	0.077
NYSE	AYN	9/3/2003	0.077
NYSE	AYN	7/30/2003	0.077
NYSE	AYN	7/1/2003	0.077
NYSE	AYN	6/4/2003	0.077
NYSE	AYN	4/30/2003	0.077
NYSE	AYN	4/2/2003	0.077
NYSE	AYN	3/5/2003	0.077
NYSE	AYN	2/5/2003	0.077
NYSE	AYN	1/2/2003	0.077
NYSE	AYN	12/4/2002	0.077
NYSE	AYN	10/30/2002	0.077
NYSE	AYN	10/2/2002	0.077
NYSE	AYN	9/4/2002	0.077
NYSE	AYN	7/31/2002	0.077
NYSE	AYN	7/2/2002	0.077
NYSE	AYN	6/5/2002	0.077
NYSE	AYN	5/1/2002	0.077
NYSE	AYN	3/26/2002	0.077
NYSE	AEG	8/8/2008	0.462
NYSE	AEG	4/25/2008	0.491
NYSE	AEG	8/10/2007	0.41
NYSE	AEG	4/26/2007	0.41
NYSE	AEG	8/14/2006	0.306
NYSE	AEG	4/26/2006	0.275
NYSE	AEG	8/15/2005	0.274
NYSE	AEG	4/25/2005	0.276
NYSE	AEG	8/16/2004	0.257
NYSE	AEG	4/21/2004	0.243
NYSE	AEG	8/11/2003	0.048
NYSE	AEG	8/12/2002	0.34615
NYSE	AEG	4/17/2002	0.3875
NYSE	AEG	8/13/2001	0.31442
NYSE	AEG	5/1/2001	0.39327
NYSE	AEG	8/14/2000	0.26154
NYSE	AEG	4/27/2000	0.31346
NYSE	AEG	8/16/1999	0.25962
NYSE	AEG	4/28/1999	0.30577
NYSE	AEG	8/17/1998	0.22212
NYSE	AEG	5/15/1998	0.26851
NYSE	AEG	8/27/1997	0.1613
NYSE	AEG	5/13/1997	0.20481
NYSE	AEG	9/10/1996	0.16995
NYSE	AEG	5/13/1996	0.01442
NYSE	AEG	9/13/1995	0.09038
NYSE	AEG	5/24/1995	0.06173
NYSE	AEG	5/3/1995	0.21846
NYSE	AEG	5/6/1994	0.0425
NYSE	AEG	9/1/1993	0.04231
NYSE	AEG	5/6/1993	0.14192
NYSE	AEG	9/2/1992	0.0649
NYSE	AEG	5/7/1992	0.13091
NYSE	AXS	12/29/2009	0.21
NYSE	AXS	9/28/2009	0.2
NYSE	AXS	6/26/2009	0.2
NYSE	AXS	3/27/2009	0.2
NYSE	AXS	12/29/2008	0.2
NYSE	AXS	9/26/2008	0.185
NYSE	AXS	6/26/2008	0.185
NYSE	AXS	3/27/2008	0.185
NYSE	AXS	12/27/2007	0.185
NYSE	AXS	9/26/2007	0.165
NYSE	AXS	6/27/2007	0.165
NYSE	AXS	3/28/2007	0.165
NYSE	AXS	12/27/2006	0.165
NYSE	AXS	9/27/2006	0.15
NYSE	AXS	6/28/2006	0.15
NYSE	AXS	3/29/2006	0.15
NYSE	AXS	12/28/2005	0.15
NYSE	AXS	9/28/2005	0.15
NYSE	AXS	6/28/2005	0.15
NYSE	AXS	3/29/2005	0.15
NYSE	AXS	12/29/2004	0.125
NYSE	AXS	9/28/2004	0.125
NYSE	AXS	6/28/2004	0.125
NYSE	AXS	3/29/2004	0.125
NYSE	AXS	12/29/2003	0.07
NYSE	AXS	9/26/2003	0.07
NYSE	AOS	1/27/2010	0.195
NYSE	AOS	10/28/2009	0.195
NYSE	AOS	7/29/2009	0.195
NYSE	AOS	4/28/2009	0.19
NYSE	AOS	1/28/2009	0.19
NYSE	AOS	10/29/2008	0.19
NYSE	AOS	7/29/2008	0.19
NYSE	AOS	4/28/2008	0.18
NYSE	AOS	1/29/2008	0.18
NYSE	AOS	10/29/2007	0.18
NYSE	AOS	7/27/2007	0.18
NYSE	AOS	4/26/2007	0.17
NYSE	AOS	1/29/2007	0.17
NYSE	AOS	10/27/2006	0.17
NYSE	AOS	7/27/2006	0.17
NYSE	AOS	4/26/2006	0.16
NYSE	AOS	1/27/2006	0.16
NYSE	AOS	10/27/2005	0.16
NYSE	AOS	7/27/2005	0.16
NYSE	AOS	4/27/2005	0.16
NYSE	AOS	1/27/2005	0.16
NYSE	AOS	10/27/2004	0.16
NYSE	AOS	7/28/2004	0.16
NYSE	AOS	4/28/2004	0.15
NYSE	AOS	1/28/2004	0.15
NYSE	AOS	10/29/2003	0.15
NYSE	AOS	7/29/2003	0.15
NYSE	AOS	4/28/2003	0.14
NYSE	AOS	1/29/2003	0.14
NYSE	AOS	10/29/2002	0.14
NYSE	AOS	7/29/2002	0.14
NYSE	AOS	4/26/2002	0.13
NYSE	AOS	1/29/2002	0.13
NYSE	AOS	10/29/2001	0.13
NYSE	AOS	7/27/2001	0.13
NYSE	AOS	4/26/2001	0.13
NYSE	AOS	1/29/2001	0.13
NYSE	AOS	10/27/2000	0.13
NYSE	AOS	7/27/2000	0.13
NYSE	AOS	4/26/2000	0.12
NYSE	AOS	1/27/2000	0.12
NYSE	AOS	10/27/1999	0.12
NYSE	AOS	7/28/1999	0.12
NYSE	AOS	4/28/1999	0.12
NYSE	AOS	1/27/1999	0.12
NYSE	AOS	10/28/1998	0.12
NYSE	AOS	7/29/1998	0.12
NYSE	AOS	4/28/1998	0.11333
NYSE	AOS	1/28/1998	0.11333
NYSE	AOS	10/29/1997	0.11333
NYSE	AOS	7/29/1997	0.11333
NYSE	AOS	4/28/1997	0.11333
NYSE	AOS	1/29/1997	0.11333
NYSE	AOS	10/29/1996	0.11333
NYSE	AOS	7/29/1996	0.11333
NYSE	AOS	4/26/1996	0.11333
NYSE	AOS	1/29/1996	0.1
NYSE	AOS	10/27/1995	0.1
NYSE	AOS	7/27/1995	0.1
NYSE	AOS	4/24/1995	0.1
NYSE	AOS	1/25/1995	0.08667
NYSE	AOS	10/25/1994	0.08667
NYSE	AOS	7/25/1994	0.08667
NYSE	AOS	4/25/1994	0.08667
NYSE	AOS	1/25/1994	0.07333
NYSE	AOS	10/25/1993	0.07333
NYSE	AOS	7/26/1993	0.07333
NYSE	AOS	4/26/1993	0.06667
NYSE	AOS	3/2/1993	0.16667
NYSE	AOS	1/25/1993	0.06667
NYSE	AOS	10/26/1992	0.06667
NYSE	AOS	10/25/1991	0.06667
NYSE	AOS	7/25/1991	0.06667
NYSE	AOS	4/24/1991	0.06667
NYSE	AOS	1/25/1991	0.06667
NYSE	AOS	10/25/1990	0.06667
NYSE	AOS	7/25/1990	0.06667
NYSE	AOS	4/24/1990	0.06667
NYSE	AOS	1/25/1990	0.06667
NYSE	AOS	10/25/1989	0.06667
NYSE	AOS	7/25/1989	0.06667
NYSE	AOS	4/24/1989	0.06667
NYSE	AOS	1/25/1989	0.06667
NYSE	AOS	10/25/1988	0.06667
NYSE	AOS	7/25/1988	0.06667
NYSE	AOS	4/25/1988	0.06667
NYSE	AOS	1/25/1988	0.06667
NYSE	AOS	10/26/1987	0.06667
NYSE	AOS	7/27/1987	0.06667
NYSE	AOS	4/24/1987	0.06667
NYSE	AOS	1/26/1987	0.06667
NYSE	AOS	10/27/1986	0.06667
NYSE	AOS	7/25/1986	0.06667
NYSE	AOS	4/24/1986	0.06667
NYSE	AOS	1/27/1986	0.06667
NYSE	ALB	12/11/2009	0.125
NYSE	ALB	9/11/2009	0.125
NYSE	ALB	6/11/2009	0.125
NYSE	ALB	3/11/2009	0.125
